REF_DATE,GEO,DGUID,Products,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018-09,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,3.35,,,,2
2018-09,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.33,,,,2
2018-09,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.32,,,,2
2018-09,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.63,,,,2
2018-09,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.13,,,,2
2018-09,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.39,,,,2
2018-09,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.39,,,,2
2018-09,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.48,,,,2
2018-09,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.57,,,,2
2018-10,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.80,,,,2
2018-10,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.21,,,,2
2018-10,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.00,,,,2
2018-10,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.89,,,,2
2018-10,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.97,,,,2
2018-10,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,4.34,,,,2
2018-10,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.35,,,,2
2018-10,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,4.11,,,,2
2018-10,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,4.08,,,,2
2018-10,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,4.09,,,,2
2018-10,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,4.24,,,,2
2018-11,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,4.79,,,,2
2018-11,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,5.04,,,,2
2018-11,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.01,,,,2
2018-11,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.91,,,,2
2018-11,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.26,,,,2
2018-11,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,5.69,,,,2
2018-11,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,4.60,,,,2
2018-11,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,4.35,,,,2
2018-11,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,4.43,,,,2
2018-11,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,4.36,,,,2
2018-11,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,4.55,,,,2
2018-12,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,6.04,,,,2
2018-12,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,6.15,,,,2
2018-12,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.90,,,,2
2018-12,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.82,,,,2
2018-12,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,6.07,,,,2
2018-12,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,6.63,,,,2
2018-12,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,5.86,,,,2
2018-12,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.63,,,,2
2018-12,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,5.65,,,,2
2018-12,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,6.02,,,,2
2018-12,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,6.02,,,,2
2019-01,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,5.86,,,,2
2019-01,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,6.63,,,,2
2019-01,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.93,,,,2
2019-01,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,6.02,,,,2
2019-01,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,6.39,,,,2
2019-01,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,7.05,,,,2
2019-01,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,5.31,,,,2
2019-01,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.84,,,,2
2019-01,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,5.97,,,,2
2019-01,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,5.83,,,,2
2019-01,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.88,,,,2
2019-02,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,4.95,,,,2
2019-02,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,5.68,,,,2
2019-02,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.07,,,,2
2019-02,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.10,,,,2
2019-02,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.40,,,,2
2019-02,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,6.21,,,,2
2019-02,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,4.04,,,,2
2019-02,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.65,,,,2
2019-02,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,5.72,,,,2
2019-02,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,5.57,,,,2
2019-02,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.63,,,,2
2019-03,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,4.48,,,,2
2019-03,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,5.59,,,,2
2019-03,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.52,,,,2
2019-03,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.65,,,,2
2019-03,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.88,,,,2
2019-03,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,5.10,,,,2
2019-03,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.77,,,,2
2019-03,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.13,,,,2
2019-03,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,5.22,,,,2
2019-03,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,5.09,,,,2
2019-03,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.19,,,,2
2019-04,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.83,,,,2
2019-04,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,5.21,,,,2
2019-04,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.68,,,,2
2019-04,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.67,,,,2
2019-04,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.88,,,,2
2019-04,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,4.30,,,,2
2019-04,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.22,,,,2
2019-04,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,4.41,,,,2
2019-04,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,4.42,,,,2
2019-04,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,4.36,,,,2
2019-04,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,4.37,,,,2
2019-05,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.57,,,,2
2019-05,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.77,,,,2
2019-05,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.18,,,,2
2019-05,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.17,,,,2
2019-05,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.18,,,,2
2019-05,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.82,,,,2
2019-05,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.33,,,,2
2019-05,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.52,,,,2
2019-05,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.65,,,,2
2019-05,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.66,,,,2
2019-05,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.64,,,,2
2019-06,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.51,,,,2
2019-06,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.46,,,,2
2019-06,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.10,,,,2
2019-06,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.07,,,,2
2019-06,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.18,,,,2
2019-06,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,4.06,,,,2
2019-06,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.07,,,,2
2019-06,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.66,,,,2
2019-06,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.77,,,,2
2019-06,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.75,,,,2
2019-06,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.67,,,,2
2019-07,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.66,,,,2
2019-07,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.80,,,,2
2019-07,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.35,,,,2
2019-07,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.30,,,,2
2019-07,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.34,,,,2
2019-07,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.87,,,,2
2019-07,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.35,,,,2
2019-07,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.70,,,,2
2019-07,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.90,,,,2
2019-07,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.89,,,,2
2019-07,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.87,,,,2
2019-08,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.61,,,,2
2019-08,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.58,,,,2
2019-08,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.40,,,,2
2019-08,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.30,,,,2
2019-08,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.26,,,,2
2019-08,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,3.67,,,,2
2019-08,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.29,,,,2
2019-08,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.50,,,,2
2019-08,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.92,,,,2
2019-08,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,4.06,,,,2
2019-08,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.85,,,,2
2019-09,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.49,,,,2
2019-09,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.36,,,,2
2019-09,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,3.81,,,,2
2019-09,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,3.80,,,,2
2019-09,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,3.94,,,,2
2019-09,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,4.13,,,,2
2019-09,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.15,,,,2
2019-09,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.04,,,,2
2019-09,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.41,,,,2
2019-09,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.62,,,,2
2019-09,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.61,,,,2
2019-10,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,3.71,,,,2
2019-10,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,4.72,,,,2
2019-10,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,4.11,,,,2
2019-10,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,4.09,,,,2
2019-10,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,4.20,,,,2
2019-10,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,4.16,,,,2
2019-10,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,3.44,,,,2
2019-10,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,3.45,,,,2
2019-10,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,3.70,,,,2
2019-10,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,3.70,,,,2
2019-10,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,3.86,,,,2
2019-11,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,4.67,,,,2
2019-11,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,5.91,,,,2
2019-11,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.20,,,,2
2019-11,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.04,,,,2
2019-11,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.41,,,,2
2019-11,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,5.81,,,,2
2019-11,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,4.43,,,,2
2019-11,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,4.01,,,,2
2019-11,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,4.31,,,,2
2019-11,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,4.12,,,,2
2019-11,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,4.21,,,,2
2019-12,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,5.95,,,,2
2019-12,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,6.54,,,,2
2019-12,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.68,,,,2
2019-12,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.73,,,,2
2019-12,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,6.28,,,,2
2019-12,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,6.73,,,,2
2019-12,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,5.77,,,,2
2019-12,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.37,,,,2
2019-12,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,6.07,,,,2
2019-12,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,5.93,,,,2
2019-12,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.45,,,,2
2020-01,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,6.70,,,,2
2020-01,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,7.51,,,,2
2020-01,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,6.68,,,,2
2020-01,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,6.66,,,,2
2020-01,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,7.20,,,,2
2020-01,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,8.97,,,,2
2020-01,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,6.11,,,,2
2020-01,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.87,,,,2
2020-01,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,6.69,,,,2
2020-01,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,6.51,,,,2
2020-01,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,6.05,,,,2
2020-02,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,6.56,,,,2
2020-02,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,7.52,,,,2
2020-02,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,6.99,,,,2
2020-02,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,6.91,,,,2
2020-02,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,7.53,,,,2
2020-02,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,8.89,,,,2
2020-02,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,5.96,,,,2
2020-02,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.41,,,,2
2020-02,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,6.55,,,,2
2020-02,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,6.62,,,,2
2020-02,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.64,,,,2
2020-03,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,6.38,,,,2
2020-03,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,7.63,,,,2
2020-03,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,7.01,,,,2
2020-03,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,6.95,,,,2
2020-03,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,7.24,,,,2
2020-03,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,7.19,,,,2
2020-03,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,6.04,,,,2
2020-03,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,6.12,,,,2
2020-03,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,6.53,,,,2
2020-03,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,6.54,,,,2
2020-03,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.91,,,,2
2020-04,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,5.19,,,,2
2020-04,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,6.68,,,,2
2020-04,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.82,,,,2
2020-04,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.83,,,,2
2020-04,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.91,,,,2
2020-04,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,5.68,,,,2
2020-04,Ontario,2021A000235,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447205,6.31,4.83,,,,2
2020-04,Manitoba,2021A000246,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447245,7.31,5.12,,,,2
2020-04,Saskatchewan,2021A000247,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447285,8.31,5.36,,,,2
2020-04,Alberta,2021A000248,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447325,9.31,5.41,,,,2
2020-04,British Columbia,2021A000259,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447365,10.31,5.03,,,,2
2020-05,Canada,2021A000011124,"Tomatoes, per kilogram",Dollars,81,units,0,v1353834301,11.31,4.76,,,,2
2020-05,Newfoundland and Labrador,2021A000210,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447005,1.31,5.73,,,,2
2020-05,Prince Edward Island,2021A000211,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447045,2.31,5.06,,,,2
2020-05,Nova Scotia,2021A000212,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447085,3.31,5.14,,,,2
2020-05,New Brunswick,2021A000213,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447125,4.31,5.54,,,,2
2020-05,Quebec,2021A000224,"Tomatoes, per kilogram",Dollars,81,units,0,v1159447165,5.31,5.89,,,,2
