REF_DATE,GEO,DGUID,Products,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018-11,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.64,,,,2
2018-11,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.51,,,,2
2018-11,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.66,,,,2
2018-11,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.59,,,,2
2018-11,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.66,,,,2
2018-11,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.73,,,,2
2018-11,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.57,,,,2
2018-11,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.63,,,,2
2018-11,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.65,,,,2
2018-11,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.64,,,,2
2018-11,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.76,,,,2
2018-12,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.73,,,,2
2018-12,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.75,,,,2
2018-12,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.82,,,,2
2018-12,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.84,,,,2
2018-12,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.86,,,,2
2018-12,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.84,,,,2
2018-12,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.53,,,,2
2018-12,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.87,,,,2
2018-12,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.87,,,,2
2018-12,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.88,,,,2
2018-12,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.97,,,,2
2019-01,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.70,,,,2
2019-01,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.69,,,,2
2019-01,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.84,,,,2
2019-01,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.82,,,,2
2019-01,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.85,,,,2
2019-01,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.84,,,,2
2019-01,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.52,,,,2
2019-01,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.74,,,,2
2019-01,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.71,,,,2
2019-01,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.84,,,,2
2019-01,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.86,,,,2
2019-02,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.67,,,,2
2019-02,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.70,,,,2
2019-02,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.71,,,,2
2019-02,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.72,,,,2
2019-02,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.75,,,,2
2019-02,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.73,,,,2
2019-02,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.53,,,,2
2019-02,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.83,,,,2
2019-02,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.80,,,,2
2019-02,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.83,,,,2
2019-02,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.79,,,,2
2019-03,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.67,,,,2
2019-03,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.57,,,,2
2019-03,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.59,,,,2
2019-03,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.57,,,,2
2019-03,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.58,,,,2
2019-03,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.66,,,,2
2019-03,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.63,,,,2
2019-03,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.70,,,,2
2019-03,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.64,,,,2
2019-03,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.71,,,,2
2019-03,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.80,,,,2
2019-04,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.89,,,,2
2019-04,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.92,,,,2
2019-04,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.84,,,,2
2019-04,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.79,,,,2
2019-04,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.83,,,,2
2019-04,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.04,,,,2
2019-04,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.72,,,,2
2019-04,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.01,,,,2
2019-04,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.94,,,,2
2019-04,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.04,,,,2
2019-04,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.08,,,,2
2019-05,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,2.11,,,,2
2019-05,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.05,,,,2
2019-05,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,2.04,,,,2
2019-05,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.99,,,,2
2019-05,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,2.02,,,,2
2019-05,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.14,,,,2
2019-05,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,2.07,,,,2
2019-05,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.02,,,,2
2019-05,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.04,,,,2
2019-05,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.12,,,,2
2019-05,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.17,,,,2
2019-06,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,2.19,,,,2
2019-06,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.14,,,,2
2019-06,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,2.19,,,,2
2019-06,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,2.17,,,,2
2019-06,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,2.23,,,,2
2019-06,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.50,,,,2
2019-06,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,2.00,,,,2
2019-06,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.17,,,,2
2019-06,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.20,,,,2
2019-06,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.23,,,,2
2019-06,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.32,,,,2
2019-07,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,2.07,,,,2
2019-07,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.13,,,,2
2019-07,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,2.03,,,,2
2019-07,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,2.01,,,,2
2019-07,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,2.08,,,,2
2019-07,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.09,,,,2
2019-07,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.98,,,,2
2019-07,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.06,,,,2
2019-07,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.07,,,,2
2019-07,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.11,,,,2
2019-07,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.20,,,,2
2019-08,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,2.03,,,,2
2019-08,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.97,,,,2
2019-08,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.91,,,,2
2019-08,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.91,,,,2
2019-08,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.96,,,,2
2019-08,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.17,,,,2
2019-08,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.95,,,,2
2019-08,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.99,,,,2
2019-08,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.99,,,,2
2019-08,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.06,,,,2
2019-08,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.10,,,,2
2019-09,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.97,,,,2
2019-09,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.82,,,,2
2019-09,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.89,,,,2
2019-09,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.86,,,,2
2019-09,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.92,,,,2
2019-09,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.20,,,,2
2019-09,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.89,,,,2
2019-09,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.94,,,,2
2019-09,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.93,,,,2
2019-09,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.95,,,,2
2019-09,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.01,,,,2
2019-10,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.82,,,,2
2019-10,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.78,,,,2
2019-10,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.79,,,,2
2019-10,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.72,,,,2
2019-10,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.76,,,,2
2019-10,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.81,,,,2
2019-10,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.76,,,,2
2019-10,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.78,,,,2
2019-10,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.86,,,,2
2019-10,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.88,,,,2
2019-10,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.99,,,,2
2019-11,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.75,,,,2
2019-11,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.92,,,,2
2019-11,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.80,,,,2
2019-11,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.75,,,,2
2019-11,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.72,,,,2
2019-11,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.87,,,,2
2019-11,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.61,,,,2
2019-11,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.75,,,,2
2019-11,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.82,,,,2
2019-11,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.84,,,,2
2019-11,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.91,,,,2
2019-12,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.79,,,,2
2019-12,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.98,,,,2
2019-12,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.77,,,,2
2019-12,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.70,,,,2
2019-12,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.77,,,,2
2019-12,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.62,,,,2
2019-12,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.81,,,,2
2019-12,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.71,,,,2
2019-12,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.87,,,,2
2019-12,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.82,,,,2
2019-12,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.95,,,,2
2020-01,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.74,,,,2
2020-01,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.91,,,,2
2020-01,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.76,,,,2
2020-01,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.76,,,,2
2020-01,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.79,,,,2
2020-01,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.84,,,,2
2020-01,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.62,,,,2
2020-01,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.69,,,,2
2020-01,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.75,,,,2
2020-01,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.78,,,,2
2020-01,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.88,,,,2
2020-02,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.69,,,,2
2020-02,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.91,,,,2
2020-02,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.67,,,,2
2020-02,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.75,,,,2
2020-02,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.80,,,,2
2020-02,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.89,,,,2
2020-02,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.54,,,,2
2020-02,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.65,,,,2
2020-02,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.69,,,,2
2020-02,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.74,,,,2
2020-02,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.75,,,,2
2020-03,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.79,,,,2
2020-03,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.79,,,,2
2020-03,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.68,,,,2
2020-03,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.66,,,,2
2020-03,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.68,,,,2
2020-03,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.86,,,,2
2020-03,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.69,,,,2
2020-03,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.76,,,,2
2020-03,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.85,,,,2
2020-03,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,1.89,,,,2
2020-03,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,1.93,,,,2
2020-04,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.97,,,,2
2020-04,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.94,,,,2
2020-04,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.86,,,,2
2020-04,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.83,,,,2
2020-04,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.86,,,,2
2020-04,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.01,,,,2
2020-04,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.88,,,,2
2020-04,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.05,,,,2
2020-04,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.09,,,,2
2020-04,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.16,,,,2
2020-04,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.01,,,,2
2020-05,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.99,,,,2
2020-05,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.10,,,,2
2020-05,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.96,,,,2
2020-05,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.95,,,,2
2020-05,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.95,,,,2
2020-05,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,2.06,,,,2
2020-05,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.85,,,,2
2020-05,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.00,,,,2
2020-05,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.09,,,,2
2020-05,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.13,,,,2
2020-05,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.11,,,,2
2020-06,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.95,,,,2
2020-06,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.03,,,,2
2020-06,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,2.04,,,,2
2020-06,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,2.02,,,,2
2020-06,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,2.01,,,,2
2020-06,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.87,,,,2
2020-06,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.86,,,,2
2020-06,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.95,,,,2
2020-06,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.08,,,,2
2020-06,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.11,,,,2
2020-06,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.13,,,,2
2020-07,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.97,,,,2
2020-07,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,2.10,,,,2
2020-07,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,2.09,,,,2
2020-07,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,2.06,,,,2
2020-07,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,2.06,,,,2
2020-07,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.96,,,,2
2020-07,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.80,,,,2
2020-07,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,2.10,,,,2
2020-07,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,2.13,,,,2
2020-07,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.21,,,,2
2020-07,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.21,,,,2
2020-08,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.75,,,,2
2020-08,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.89,,,,2
2020-08,Prince Edward Island,2021A000211,"Avocado, unit",Dollars,81,units,0,v1159447043,2.29,1.88,,,,2
2020-08,Nova Scotia,2021A000212,"Avocado, unit",Dollars,81,units,0,v1159447083,3.29,1.87,,,,2
2020-08,New Brunswick,2021A000213,"Avocado, unit",Dollars,81,units,0,v1159447123,4.29,1.84,,,,2
2020-08,Quebec,2021A000224,"Avocado, unit",Dollars,81,units,0,v1159447163,5.29,1.45,,,,2
2020-08,Ontario,2021A000235,"Avocado, unit",Dollars,81,units,0,v1159447203,6.29,1.74,,,,2
2020-08,Manitoba,2021A000246,"Avocado, unit",Dollars,81,units,0,v1159447243,7.29,1.90,,,,2
2020-08,Saskatchewan,2021A000247,"Avocado, unit",Dollars,81,units,0,v1159447283,8.29,1.89,,,,2
2020-08,Alberta,2021A000248,"Avocado, unit",Dollars,81,units,0,v1159447323,9.29,2.00,,,,2
2020-08,British Columbia,2021A000259,"Avocado, unit",Dollars,81,units,0,v1159447363,10.29,2.09,,,,2
2020-09,Canada,2021A000011124,"Avocado, unit",Dollars,81,units,0,v1353834299,11.29,1.71,,,,2
2020-09,Newfoundland and Labrador,2021A000210,"Avocado, unit",Dollars,81,units,0,v1159447003,1.29,1.97,,,,2
